Tanggal,Tahun,Bulan,Hari,Kategori,Nama_Produk,Lokasi_Toko,Metode_Bayar,Harga_Satuan,Qty,Diskon_IDR,Total_Penjualan
2024-09-05,2024,9,Thursday,Film,Instax Mini Film (20s),Website,E-Wallet (Gopay/OVO),185000,1,9250,175750
2024-09-05,2024,9,Thursday,Film,Instax Mini Film (20s),Tokopedia Official,Kartu Kredit,185000,4,0,740000
2024-09-06,2024,9,Friday,Film,Instax Mini Film (10s),Website,Paylater,95000,1,4750,90250
2024-09-06,2024,9,Friday,Film,Instax Square Film (10s),Jakarta Official Store,Transfer Bank,150000,1,0,150000
2024-09-06,2024,9,Friday,Aksesoris,Acrylic Frame,Jakarta Official Store,Kartu Kredit,50000,3,0,150000
2024-09-06,2024,9,Friday,Film,Instax Mini Film (20s),Website,E-Wallet (Gopay/OVO),185000,1,0,185000
2024-09-06,2024,9,Friday,Aksesoris,Instax Photo Album,Tokopedia Official,Kartu Kredit,75000,1,0,75000
2024-09-06,2024,9,Friday,Film,Instax Mini Film (10s),Surabaya Branch,Transfer Bank,95000,2,0,190000
2024-09-06,2024,9,Friday,Film,Instax Mini Film (10s),Website,Kartu Kredit,95000,3,0,285000
2024-09-06,2024,9,Friday,Film,Instax Square Film (10s),Surabaya Branch,Kartu Kredit,150000,1,0,150000
2024-09-06,2024,9,Friday,Film,Instax Mini Film (10s),Website,Transfer Bank,95000,1,0,95000
2024-09-06,2024,9,Friday,Film,Instax Square Film (10s),Surabaya Branch,Paylater,150000,2,0,300000
2024-09-06,2024,9,Friday,Aksesoris,Instax Photo Album,Jakarta Official Store,Paylater,75000,3,11250,213750
2024-09-07,2024,9,Saturday,Aksesoris,Instax Photo Album,Tokopedia Official,Kartu Kredit,75000,4,0,300000
2024-09-07,2024,9,Saturday,Film,Instax Square Film (10s),Tokopedia Official,Kartu Kredit,150000,2,0,300000
2024-09-07,2024,9,Saturday,Aksesoris,Acrylic Frame,Tokopedia Official,E-Wallet (Gopay/OVO),50000,2,0,100000
2024-09-07,2024,9,Saturday,Aksesoris,Instax Photo Album,Website,Transfer Bank,75000,1,3750,71250
2024-09-07,2024,9,Saturday,Film,Instax Mini Film (10s),Website,Kartu Kredit,95000,2,0,190000
2024-09-07,2024,9,Saturday,Kamera,Instax Mini Evo,Tokopedia Official,E-Wallet (Gopay/OVO),2900000,1,0,2900000
2024-09-07,2024,9,Saturday,Film,Instax Square Film (10s),Shopee Mall,Kartu Kredit,150000,2,0,300000
2024-09-07,2024,9,Saturday,Film,Instax Square Film (10s),Tokopedia Official,Kartu Kredit,150000,3,0,450000
2024-09-07,2024,9,Saturday,Film,Instax Mini Film (20s),Shopee Mall,Kartu Kredit,185000,1,0,185000
2024-09-07,2024,9,Saturday,Film,Instax Square Film (10s),Jakarta Official Store,Paylater,150000,3,0,450000
2024-09-07,2024,9,Saturday,Film,Instax Mini Film (10s),Website,Kartu Kredit,95000,3,14250,270750
2024-09-07,2024,9,Saturday,Kamera,Instax Wide 300,Shopee Mall,Transfer Bank,1800000,1,0,1800000
2024-09-07,2024,9,Saturday,Film,Instax Mini Film (10s),Surabaya Branch,E-Wallet (Gopay/OVO),95000,2,0,190000
2024-09-07,2024,9,Saturday,Aksesoris,Instax Photo Album,Tokopedia Official,Paylater,75000,2,0,150000
2024-09-07,2024,9,Saturday,Aksesoris,Acrylic Frame,Jakarta Official Store,Paylater,50000,1,0,50000
2024-09-07,2024,9,Saturday,Film,Instax Mini Film (10s),Tokopedia Official,Kartu Kredit,95000,2,0,190000
2024-09-08,2024,9,Sunday,Film,Instax Square Film (10s),Tokopedia Official,E-Wallet (Gopay/OVO),150000,3,0,450000
2024-09-08,2024,9,Sunday,Kamera,Instax Square SQ1,Jakarta Official Store,Transfer Bank,1900000,1,0,1900000
2024-09-08,2024,9,Sunday,Aksesoris,Acrylic Frame,Tokopedia Official,Kartu Kredit,50000,4,0,200000
2024-09-08,2024,9,Sunday,Film,Instax Mini Film (10s),Website,Paylater,95000,1,0,95000
2024-09-08,2024,9,Sunday,Aksesoris,Camera Case / Bag,Jakarta Official Store,Kartu Kredit,150000,1,0,150000
2024-09-08,2024,9,Sunday,Aksesoris,Acrylic Frame,Surabaya Branch,Kartu Kredit,50000,4,0,200000
2024-09-08,2024,9,Sunday,Film,Instax Mini Film (10s),Jakarta Official Store,Paylater,95000,3,0,285000
2024-09-08,2024,9,Sunday,Film,Instax Square Film (10s),Website,E-Wallet (Gopay/OVO),150000,1,0,150000
2024-09-08,2024,9,Sunday,Film,Instax Mini Film (20s),Surabaya Branch,Paylater,185000,3,0,555000
2024-09-08,2024,9,Sunday,Film,Instax Square Film (10s),Website,Paylater,150000,2,15000,285000
2024-09-08,2024,9,Sunday,Aksesoris,Acrylic Frame,Website,E-Wallet (Gopay/OVO),50000,2,0,100000
2024-09-09,2024,9,Monday,Film,Instax Mini Film (20s),Jakarta Official Store,Kartu Kredit,185000,4,37000,703000
2024-09-09,2024,9,Monday,Kamera,Instax Mini Evo,Tokopedia Official,Transfer Bank,2900000,1,580000,2320000
2024-09-09,2024,9,Monday,Kamera,Instax Wide 300,Surabaya Branch,Paylater,1800000,1,90000,1710000
2024-09-09,2024,9,Monday,Aksesoris,Camera Case / Bag,Website,E-Wallet (Gopay/OVO),150000,1,7500,142500
2024-09-09,2024,9,Monday,Kamera,Instax Mini Evo,Shopee Mall,E-Wallet (Gopay/OVO),2900000,1,145000,2755000
2024-09-09,2024,9,Monday,Film,Instax Square Film (10s),Website,E-Wallet (Gopay/OVO),150000,1,15000,135000
2024-09-09,2024,9,Monday,Film,Instax Mini Film (20s),Tokopedia Official,E-Wallet (Gopay/OVO),185000,1,9250,175750
2024-09-09,2024,9,Monday,Aksesoris,Instax Photo Album,Website,Transfer Bank,75000,3,11250,213750
2024-09-09,2024,9,Monday,Aksesoris,Instax Photo Album,Surabaya Branch,Paylater,75000,1,15000,60000
2024-09-09,2024,9,Monday,Film,Instax Square Film (10s),Jakarta Official Store,Transfer Bank,150000,2,60000,240000
2024-09-09,2024,9,Monday,Film,Instax Square Film (10s),Shopee Mall,Paylater,150000,1,30000,120000
2024-09-10,2024,9,Tuesday,Aksesoris,Acrylic Frame,Jakarta Official Store,Paylater,50000,1,0,50000
2024-09-10,2024,9,Tuesday,Film,Instax Mini Film (20s),Jakarta Official Store,Kartu Kredit,185000,2,0,370000
2024-09-10,2024,9,Tuesday,Aksesoris,Instax Photo Album,Surabaya Branch,Transfer Bank,75000,2,7500,142500
2024-09-10,2024,9,Tuesday,Kamera,Instax Wide 300,Jakarta Official Store,Paylater,1800000,1,0,1800000
2024-09-10,2024,9,Tuesday,Film,Instax Mini Film (10s),Website,Kartu Kredit,95000,1,0,95000
2024-09-10,2024,9,Tuesday,Film,Instax Mini Film (20s),Surabaya Branch,Paylater,185000,4,0,740000
2024-09-10,2024,9,Tuesday,Film,Instax Mini Film (20s),Jakarta Official Store,Transfer Bank,185000,3,0,555000
2024-09-10,2024,9,Tuesday,Film,Instax Mini Film (20s),Jakarta Official Store,Transfer Bank,185000,4,0,740000
2024-09-10,2024,9,Tuesday,Film,Instax Mini Film (20s),Shopee Mall,Kartu Kredit,185000,2,0,370000
2024-09-10,2024,9,Tuesday,Film,Instax Mini Film (20s),Tokopedia Official,Transfer Bank,185000,5,0,925000
2024-09-10,2024,9,Tuesday,Film,Instax Square Film (10s),Tokopedia Official,E-Wallet (Gopay/OVO),150000,2,0,300000
2024-09-10,2024,9,Tuesday,Film,Instax Square Film (10s),Jakarta Official Store,Paylater,150000,4,0,600000
2024-09-11,2024,9,Wednesday,Film,Instax Mini Film (20s),Surabaya Branch,Paylater,185000,5,0,925000
2024-09-11,2024,9,Wednesday,Film,Instax Mini Film (20s),Surabaya Branch,Transfer Bank,185000,1,0,185000
2024-09-11,2024,9,Wednesday,Aksesoris,Acrylic Frame,Website,Paylater,50000,2,0,100000
2024-09-11,2024,9,Wednesday,Film,Instax Mini Film (20s),Shopee Mall,Transfer Bank,185000,5,0,925000
2024-09-11,2024,9,Wednesday,Film,Instax Square Film (10s),Tokopedia Official,Transfer Bank,150000,1,0,150000
2024-09-11,2024,9,Wednesday,Film,Instax Square Film (10s),Surabaya Branch,Transfer Bank,150000,3,0,450000
2024-09-11,2024,9,Wednesday,Aksesoris,Instax Photo Album,Website,Transfer Bank,75000,3,0,225000
2024-09-11,2024,9,Wednesday,Film,Instax Mini Film (10s),Tokopedia Official,Transfer Bank,95000,3,0,285000
2024-09-11,2024,9,Wednesday,Film,Instax Mini Film (10s),Website,E-Wallet (Gopay/OVO),95000,2,9500,180500
2024-09-11,2024,9,Wednesday,Film,Instax Mini Film (20s),Website,E-Wallet (Gopay/OVO),185000,1,0,185000
2024-09-11,2024,9,Wednesday,Film,Instax Square Film (10s),Shopee Mall,E-Wallet (Gopay/OVO),150000,1,7500,142500
2024-09-12,2024,9,Thursday,Kamera,Instax Wide 300,Shopee Mall,Transfer Bank,1800000,1,0,1800000
2024-09-12,2024,9,Thursday,Film,Instax Mini Film (20s),Website,Transfer Bank,185000,1,0,185000
2024-09-12,2024,9,Thursday,Aksesoris,Acrylic Frame,Website,Paylater,50000,3,0,150000
2024-09-12,2024,9,Thursday,Aksesoris,Acrylic Frame,Surabaya Branch,Transfer Bank,50000,2,0,100000
2024-09-12,2024,9,Thursday,Kamera,Instax Mini 11,Jakarta Official Store,Paylater,1100000,1,0,1100000
2024-09-12,2024,9,Thursday,Film,Instax Mini Film (10s),Shopee Mall,Kartu Kredit,95000,5,0,475000
2024-09-12,2024,9,Thursday,Film,Instax Square Film (10s),Website,Kartu Kredit,150000,1,0,150000
2024-09-12,2024,9,Thursday,Film,Instax Square Film (10s),Surabaya Branch,E-Wallet (Gopay/OVO),150000,5,0,750000
2024-09-12,2024,9,Thursday,Kamera,Instax Mini 11,Surabaya Branch,Paylater,1100000,1,0,1100000
2024-09-12,2024,9,Thursday,Aksesoris,Camera Case / Bag,Shopee Mall,Paylater,150000,2,0,300000
2024-09-12,2024,9,Thursday,Film,Instax Mini Film (10s),Surabaya Branch,Transfer Bank,95000,3,0,285000
2024-09-12,2024,9,Thursday,Film,Instax Mini Film (10s),Shopee Mall,Paylater,95000,4,19000,361000
2024-09-13,2024,9,Friday,Film,Instax Square Film (10s),Surabaya Branch,Paylater,150000,1,0,150000
2024-09-13,2024,9,Friday,Film,Instax Square Film (10s),Shopee Mall,E-Wallet (Gopay/OVO),150000,1,7500,142500
2024-09-13,2024,9,Friday,Film,Instax Mini Film (20s),Tokopedia Official,Transfer Bank,185000,2,0,370000
2024-09-13,2024,9,Friday,Film,Instax Square Film (10s),Shopee Mall,Paylater,150000,2,0,300000
2024-09-13,2024,9,Friday,Aksesoris,Camera Case / Bag,Tokopedia Official,Paylater,150000,5,37500,712500
2024-09-13,2024,9,Friday,Film,Instax Square Film (10s),Tokopedia Official,Kartu Kredit,150000,1,0,150000
2024-09-13,2024,9,Friday,Film,Instax Mini Film (20s),Shopee Mall,Kartu Kredit,185000,4,0,740000
2024-09-13,2024,9,Friday,Film,Instax Mini Film (10s),Jakarta Official Store,Transfer Bank,95000,1,0,95000
2024-09-13,2024,9,Friday,Film,Instax Square Film (10s),Shopee Mall,Kartu Kredit,150000,2,0,300000
2024-09-13,2024,9,Friday,Aksesoris,Instax Photo Album,Jakarta Official Store,E-Wallet (Gopay/OVO),75000,2,0,150000
2024-09-13,2024,9,Friday,Aksesoris,Camera Case / Bag,Jakarta Official Store,Paylater,150000,1,0,150000
2024-09-13,2024,9,Friday,Aksesoris,Acrylic Frame,Shopee Mall,Paylater,50000,3,0,150000
2024-09-13,2024,9,Friday,Aksesoris,Camera Case / Bag,Tokopedia Official,Kartu Kredit,150000,1,0,150000
2024-09-13,2024,9,Friday,Kamera,Instax Mini 11,Shopee Mall,E-Wallet (Gopay/OVO),1100000,1,0,1100000
2024-09-14,2024,9,Saturday,Film,Instax Square Film (10s),Shopee Mall,Transfer Bank,150000,2,0,300000
2024-09-14,2024,9,Saturday,Kamera,Instax Wide 300,Shopee Mall,Kartu Kredit,1800000,1,0,1800000
2024-09-14,2024,9,Saturday,Kamera,Instax Square SQ1,Tokopedia Official,Kartu Kredit,1900000,1,0,1900000
2024-09-14,2024,9,Saturday,Aksesoris,Camera Case / Bag,Shopee Mall,Kartu Kredit,150000,1,0,150000
2024-09-14,2024,9,Saturday,Film,Instax Mini Film (10s),Website,Transfer Bank,95000,1,0,95000
2024-09-14,2024,9,Saturday,Film,Instax Mini Film (20s),Shopee Mall,Paylater,185000,4,0,740000
2024-09-14,2024,9,Saturday,Aksesoris,Instax Photo Album,Shopee Mall,Kartu Kredit,75000,1,0,75000
2024-09-14,2024,9,Saturday,Film,Instax Mini Film (10s),Jakarta Official Store,Paylater,95000,2,0,190000
2024-09-14,2024,9,Saturday,Aksesoris,Camera Case / Bag,Jakarta Official Store,E-Wallet (Gopay/OVO),150000,2,0,300000
2024-09-14,2024,9,Saturday,Film,Instax Square Film (10s),Website,Paylater,150000,2,0,300000
2024-09-14,2024,9,Saturday,Aksesoris,Camera Case / Bag,Website,Transfer Bank,150000,3,0,450000
2024-09-15,2024,9,Sunday,Film,Instax Mini Film (20s),Shopee Mall,E-Wallet (Gopay/OVO),185000,2,0,370000
2024-09-15,2024,9,Sunday,Film,Instax Square Film (10s),Surabaya Branch,Transfer Bank,150000,1,0,150000
2024-09-15,2024,9,Sunday,Aksesoris,Instax Photo Album,Shopee Mall,Paylater,75000,1,0,75000
2024-09-15,2024,9,Sunday,Aksesoris,Camera Case / Bag,Website,Paylater,150000,3,0,450000
2024-09-15,2024,9,Sunday,Film,Instax Mini Film (20s),Website,Transfer Bank,185000,1,0,185000
2024-09-15,2024,9,Sunday,Film,Instax Mini Film (20s),Shopee Mall,E-Wallet (Gopay/OVO),185000,1,9250,175750
2024-09-15,2024,9,Sunday,Kamera,Instax Square SQ1,Surabaya Branch,E-Wallet (Gopay/OVO),1900000,1,0,1900000
2024-09-15,2024,9,Sunday,Aksesoris,Acrylic Frame,Shopee Mall,Transfer Bank,50000,1,0,50000
2024-09-15,2024,9,Sunday,Film,Instax Mini Film (10s),Website,E-Wallet (Gopay/OVO),95000,3,0,285000
2024-09-15,2024,9,Sunday,Aksesoris,Camera Case / Bag,Shopee Mall,Kartu Kredit,150000,1,0,150000
2024-09-15,2024,9,Sunday,Film,Instax Mini Film (10s),Website,E-Wallet (Gopay/OVO),95000,3,0,285000
2024-09-15,2024,9,Sunday,Aksesoris,Camera Case / Bag,Shopee Mall,Kartu Kredit,150000,3,0,450000
2024-09-15,2024,9,Sunday,Aksesoris,Instax Photo Album,Tokopedia Official,E-Wallet (Gopay/OVO),75000,1,0,75000
2024-09-15,2024,9,Sunday,Kamera,Instax Wide 300,Shopee Mall,Transfer Bank,1800000,1,0,1800000
2024-09-15,2024,9,Sunday,Aksesoris,Camera Case / Bag,Surabaya Branch,E-Wallet (Gopay/OVO),150000,1,0,150000
2024-09-15,2024,9,Sunday,Film,Instax Mini Film (10s),Website,E-Wallet (Gopay/OVO),95000,2,9500,180500
2024-09-15,2024,9,Sunday,Aksesoris,Instax Photo Album,Tokopedia Official,Paylater,75000,2,0,150000
2024-09-15,2024,9,Sunday,Film,Instax Mini Film (10s),Tokopedia Official,Transfer Bank,95000,3,0,285000
2024-09-15,2024,9,Sunday,Kamera,Instax Wide 300,Tokopedia Official,Paylater,1800000,1,0,1800000
2024-09-15,2024,9,Sunday,Kamera,Instax Mini 11,Tokopedia Official,Transfer Bank,1100000,1,0,1100000
2024-09-15,2024,9,Sunday,Film,Instax Mini Film (10s),Shopee Mall,Kartu Kredit,95000,1,0,95000
2024-09-15,2024,9,Sunday,Film,Instax Mini Film (20s),Surabaya Branch,Transfer Bank,185000,2,0,370000
2024-09-16,2024,9,Monday,Aksesoris,Instax Photo Album,Tokopedia Official,Transfer Bank,75000,1,0,75000
2024-09-16,2024,9,Monday,Film,Instax Square Film (10s),Jakarta Official Store,E-Wallet (Gopay/OVO),150000,4,0,600000
2024-09-16,2024,9,Monday,Film,Instax Square Film (10s),Surabaya Branch,E-Wallet (Gopay/OVO),150000,1,0,150000
2024-09-16,2024,9,Monday,Film,Instax Square Film (10s),Shopee Mall,Paylater,150000,1,0,150000
2024-09-16,2024,9,Monday,Aksesoris,Instax Photo Album,Jakarta Official Store,Transfer Bank,75000,1,0,75000
2024-09-16,2024,9,Monday,Kamera,Instax Mini 11,Shopee Mall,Kartu Kredit,1100000,1,0,1100000
2024-09-16,2024,9,Monday,Aksesoris,Acrylic Frame,Surabaya Branch,Kartu Kredit,50000,4,0,200000
2024-09-16,2024,9,Monday,Kamera,Instax Mini Evo,Jakarta Official Store,Kartu Kredit,2900000,1,0,2900000
2024-09-17,2024,9,Tuesday,Kamera,Instax Mini Evo,Tokopedia Official,Kartu Kredit,2900000,1,0,2900000
2024-09-17,2024,9,Tuesday,Film,Instax Mini Film (20s),Surabaya Branch,Kartu Kredit,185000,1,0,185000
2024-09-17,2024,9,Tuesday,Aksesoris,Camera Case / Bag,Tokopedia Official,Paylater,150000,2,0,300000
2024-09-18,2024,9,Wednesday,Kamera,Instax Mini Evo,Tokopedia Official,Paylater,2900000,1,0,2900000
2024-09-18,2024,9,Wednesday,Aksesoris,Camera Case / Bag,Jakarta Official Store,Transfer Bank,150000,3,0,450000
2024-09-18,2024,9,Wednesday,Film,Instax Mini Film (10s),Website,Transfer Bank,95000,1,0,95000
2024-09-18,2024,9,Wednesday,Film,Instax Square Film (10s),Website,Transfer Bank,150000,3,0,450000
2024-09-18,2024,9,Wednesday,Kamera,Instax Mini Evo,Website,Paylater,2900000,1,0,2900000
2024-09-18,2024,9,Wednesday,Film,Instax Mini Film (10s),Website,Paylater,95000,2,0,190000
2024-09-18,2024,9,Wednesday,Aksesoris,Acrylic Frame,Surabaya Branch,Transfer Bank,50000,1,0,50000
2024-09-18,2024,9,Wednesday,Film,Instax Square Film (10s),Website,Transfer Bank,150000,1,0,150000
2024-09-18,2024,9,Wednesday,Film,Instax Mini Film (20s),Website,Transfer Bank,185000,1,0,185000
2024-09-19,2024,9,Thursday,Aksesoris,Camera Case / Bag,Website,Transfer Bank,150000,2,0,300000
2024-09-19,2024,9,Thursday,Film,Instax Square Film (10s),Jakarta Official Store,E-Wallet (Gopay/OVO),150000,3,0,450000
2024-09-19,2024,9,Thursday,Film,Instax Mini Film (20s),Shopee Mall,Paylater,185000,1,0,185000
2024-09-19,2024,9,Thursday,Kamera,Instax Mini Evo,Shopee Mall,Paylater,2900000,1,0,2900000
2024-09-19,2024,9,Thursday,Film,Instax Mini Film (20s),Shopee Mall,Kartu Kredit,185000,1,9250,175750
2024-09-19,2024,9,Thursday,Kamera,Instax Wide 300,Website,Paylater,1800000,1,90000,1710000
2024-09-19,2024,9,Thursday,Film,Instax Mini Film (20s),Tokopedia Official,Paylater,185000,3,0,555000
2024-09-19,2024,9,Thursday,Film,Instax Square Film (10s),Tokopedia Official,Transfer Bank,150000,1,0,150000
2024-09-19,2024,9,Thursday,Aksesoris,Acrylic Frame,Tokopedia Official,E-Wallet (Gopay/OVO),50000,1,0,50000
2024-09-19,2024,9,Thursday,Film,Instax Mini Film (20s),Jakarta Official Store,Paylater,185000,2,0,370000
2024-09-20,2024,9,Friday,Film,Instax Square Film (10s),Surabaya Branch,Transfer Bank,150000,1,0,150000
2024-09-20,2024,9,Friday,Film,Instax Mini Film (20s),Tokopedia Official,E-Wallet (Gopay/OVO),185000,2,0,370000
2024-09-20,2024,9,Friday,Aksesoris,Camera Case / Bag,Surabaya Branch,Kartu Kredit,150000,3,0,450000
2024-09-20,2024,9,Friday,Film,Instax Mini Film (10s),Surabaya Branch,Paylater,95000,3,14250,270750
2024-09-20,2024,9,Friday,Film,Instax Mini Film (10s),Tokopedia Official,Transfer Bank,95000,5,0,475000
2024-09-20,2024,9,Friday,Film,Instax Mini Film (20s),Shopee Mall,Transfer Bank,185000,1,0,185000
2024-09-20,2024,9,Friday,Film,Instax Square Film (10s),Tokopedia Official,E-Wallet (Gopay/OVO),150000,3,0,450000
2024-09-20,2024,9,Friday,Kamera,Instax Mini 11,Website,Kartu Kredit,1100000,1,0,1100000
2024-09-21,2024,9,Saturday,Aksesoris,Instax Photo Album,Website,E-Wallet (Gopay/OVO),75000,4,0,300000
2024-09-21,2024,9,Saturday,Aksesoris,Camera Case / Bag,Tokopedia Official,Paylater,150000,3,22500,427500
2024-09-21,2024,9,Saturday,Film,Instax Square Film (10s),Website,Paylater,150000,1,0,150000
2024-09-21,2024,9,Saturday,Kamera,Instax Square SQ1,Website,E-Wallet (Gopay/OVO),1900000,1,0,1900000
2024-09-21,2024,9,Saturday,Kamera,Instax Mini Evo,Website,Kartu Kredit,2900000,1,0,2900000
2024-09-21,2024,9,Saturday,Film,Instax Square Film (10s),Surabaya Branch,Kartu Kredit,150000,3,0,450000
2024-09-21,2024,9,Saturday,Film,Instax Square Film (10s),Tokopedia Official,E-Wallet (Gopay/OVO),150000,2,0,300000
2024-09-21,2024,9,Saturday,Film,Instax Mini Film (20s),Tokopedia Official,E-Wallet (Gopay/OVO),185000,2,0,370000
2024-09-21,2024,9,Saturday,Aksesoris,Acrylic Frame,Tokopedia Official,E-Wallet (Gopay/OVO),50000,3,0,150000
2024-09-21,2024,9,Saturday,Film,Instax Mini Film (10s),Jakarta Official Store,E-Wallet (Gopay/OVO),95000,4,19000,361000
2024-09-21,2024,9,Saturday,Kamera,Instax Wide 300,Jakarta Official Store,Transfer Bank,1800000,1,0,1800000
2024-09-21,2024,9,Saturday,Aksesoris,Camera Case / Bag,Website,E-Wallet (Gopay/OVO),150000,2,0,300000
2024-09-22,2024,9,Sunday,Kamera,Instax Wide 300,Website,Paylater,1800000,1,90000,1710000
2024-09-22,2024,9,Sunday,Aksesoris,Camera Case / Bag,Shopee Mall,Paylater,150000,3,0,450000
2024-09-22,2024,9,Sunday,Kamera,Instax Wide 300,Tokopedia Official,Kartu Kredit,1800000,1,0,1800000
2024-09-22,2024,9,Sunday,Film,Instax Square Film (10s),Tokopedia Official,Transfer Bank,150000,1,0,150000
2024-09-22,2024,9,Sunday,Film,Instax Square Film (10s),Surabaya Branch,Transfer Bank,150000,2,15000,285000
2024-09-22,2024,9,Sunday,Film,Instax Mini Film (20s),Jakarta Official Store,E-Wallet (Gopay/OVO),185000,3,0,555000
2024-09-22,2024,9,Sunday,Film,Instax Mini Film (20s),Website,Paylater,185000,1,9250,175750
2024-09-22,2024,9,Sunday,Kamera,Instax Mini Evo,Jakarta Official Store,Transfer Bank,2900000,1,0,2900000
2024-09-22,2024,9,Sunday,Film,Instax Mini Film (20s),Shopee Mall,Transfer Bank,185000,2,18500,351500
2024-09-23,2024,9,Monday,Film,Instax Mini Film (20s),Tokopedia Official,Kartu Kredit,185000,1,0,185000
2024-09-23,2024,9,Monday,Film,Instax Mini Film (20s),Shopee Mall,Kartu Kredit,185000,1,0,185000
2024-09-23,2024,9,Monday,Kamera,Instax Square SQ1,Surabaya Branch,Paylater,1900000,1,0,1900000
2024-09-23,2024,9,Monday,Film,Instax Square Film (10s),Surabaya Branch,Transfer Bank,150000,1,0,150000
2024-09-23,2024,9,Monday,Film,Instax Mini Film (10s),Tokopedia Official,Transfer Bank,95000,1,0,95000
2024-09-23,2024,9,Monday,Kamera,Instax Square SQ1,Website,E-Wallet (Gopay/OVO),1900000,1,0,1900000
2024-09-23,2024,9,Monday,Aksesoris,Instax Photo Album,Tokopedia Official,Kartu Kredit,75000,4,15000,285000
2024-09-23,2024,9,Monday,Aksesoris,Instax Photo Album,Jakarta Official Store,Paylater,75000,1,0,75000
2024-09-23,2024,9,Monday,Film,Instax Square Film (10s),Shopee Mall,Transfer Bank,150000,2,0,300000
2024-09-23,2024,9,Monday,Aksesoris,Camera Case / Bag,Shopee Mall,Kartu Kredit,150000,4,0,600000
2024-09-23,2024,9,Monday,Film,Instax Mini Film (10s),Website,Transfer Bank,95000,3,0,285000
2024-09-23,2024,9,Monday,Kamera,Instax Mini Evo,Shopee Mall,E-Wallet (Gopay/OVO),2900000,1,0,2900000
2024-09-23,2024,9,Monday,Film,Instax Mini Film (20s),Tokopedia Official,Transfer Bank,185000,1,0,185000
2024-09-24,2024,9,Tuesday,Kamera,Instax Square SQ1,Shopee Mall,Transfer Bank,1900000,1,0,1900000
2024-09-24,2024,9,Tuesday,Aksesoris,Camera Case / Bag,Surabaya Branch,Kartu Kredit,150000,2,0,300000
2024-09-24,2024,9,Tuesday,Film,Instax Square Film (10s),Surabaya Branch,Transfer Bank,150000,2,15000,285000
2024-09-24,2024,9,Tuesday,Film,Instax Square Film (10s),Jakarta Official Store,Transfer Bank,150000,1,0,150000
2024-09-24,2024,9,Tuesday,Film,Instax Mini Film (20s),Jakarta Official Store,E-Wallet (Gopay/OVO),185000,3,0,555000
2024-09-25,2024,9,Wednesday,Aksesoris,Camera Case / Bag,Tokopedia Official,Transfer Bank,150000,2,0,300000
2024-09-25,2024,9,Wednesday,Film,Instax Square Film (10s),Website,Kartu Kredit,150000,2,0,300000
2024-09-25,2024,9,Wednesday,Kamera,Instax Mini 11,Surabaya Branch,E-Wallet (Gopay/OVO),1100000,1,0,1100000
2024-09-25,2024,9,Wednesday,Film,Instax Mini Film (10s),Tokopedia Official,Kartu Kredit,95000,1,0,95000
2024-09-25,2024,9,Wednesday,Film,Instax Mini Film (20s),Surabaya Branch,E-Wallet (Gopay/OVO),185000,1,0,185000
2024-09-25,2024,9,Wednesday,Aksesoris,Acrylic Frame,Tokopedia Official,Paylater,50000,1,0,50000
2024-09-25,2024,9,Wednesday,Film,Instax Mini Film (20s),Surabaya Branch,Transfer Bank,185000,1,0,185000
2024-09-25,2024,9,Wednesday,Kamera,Instax Mini 11,Website,E-Wallet (Gopay/OVO),1100000,1,0,1100000
2024-09-25,2024,9,Wednesday,Film,Instax Mini Film (20s),Website,E-Wallet (Gopay/OVO),185000,2,0,370000
2024-09-25,2024,9,Wednesday,Film,Instax Square Film (10s),Surabaya Branch,Kartu Kredit,150000,1,0,150000
2024-09-25,2024,9,Wednesday,Film,Instax Mini Film (20s),Tokopedia Official,Paylater,185000,2,0,370000
2024-09-25,2024,9,Wednesday,Film,Instax Mini Film (20s),Surabaya Branch,Transfer Bank,185000,1,0,185000
2024-09-25,2024,9,Wednesday,Aksesoris,Camera Case / Bag,Jakarta Official Store,E-Wallet (Gopay/OVO),150000,1,7500,142500
2024-09-25,2024,9,Wednesday,Film,Instax Mini Film (20s),Shopee Mall,Kartu Kredit,185000,2,0,370000
2024-09-26,2024,9,Thursday,Aksesoris,Acrylic Frame,Shopee Mall,E-Wallet (Gopay/OVO),50000,2,0,100000
2024-09-26,2024,9,Thursday,Kamera,Instax Square SQ1,Jakarta Official Store,Paylater,1900000,1,95000,1805000
2024-09-26,2024,9,Thursday,Film,Instax Mini Film (20s),Tokopedia Official,Paylater,185000,2,18500,351500
2024-09-26,2024,9,Thursday,Kamera,Instax Square SQ1,Surabaya Branch,Transfer Bank,1900000,1,95000,1805000
2024-09-26,2024,9,Thursday,Kamera,Instax Mini 11,Website,Paylater,1100000,1,0,1100000
2024-09-26,2024,9,Thursday,Film,Instax Mini Film (20s),Website,Paylater,185000,1,0,185000
2024-09-26,2024,9,Thursday,Film,Instax Mini Film (10s),Jakarta Official Store,Paylater,95000,1,0,95000
2024-09-27,2024,9,Friday,Film,Instax Square Film (10s),Surabaya Branch,Paylater,150000,1,0,150000
2024-09-27,2024,9,Friday,Aksesoris,Instax Photo Album,Surabaya Branch,E-Wallet (Gopay/OVO),75000,3,0,225000
2024-09-27,2024,9,Friday,Film,Instax Square Film (10s),Shopee Mall,Paylater,150000,4,0,600000
